,Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Census Count,List_of_Employees_Laid_Off
1337,Ouster,SF Bay Area,Transportation,0.1,20-09-2022,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,282.0,Post-IPO,24-09-2022 21:34,United States,116.66666666666666,Unknown
1338,Zappos,Las Vegas,Retail,0.04,20-09-2022,https://www.reviewjournal.com/business/zappos-trimming-staff-laying-off-portion-of-workforce-2643722/,62.0,Acquired,24-09-2022 21:30,United States,158.33333333333331,Unknown
1339,Ola,Bengaluru,Transportation,0.23500000000000001,19-09-2022,https://inc42.com/buzz/ola-lays-off-200-software-engineers-amidst-massive-restructuring-plan/,5000.0,Series J,19-09-2022 23:24,India,200.0,Unknown
1340,Vesalius Therapeutics,Boston,Healthcare,0.43,19-09-2022,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75.0,Series B,21-09-2022 04:14,United States,29.0,Unknown
1341,VideoAmp,Los Angeles,Marketing,0.02,19-09-2022,https://videoamp.com/press/fagan-tapped-to-take-expanded-role/,456.0,Series F,21-09-2022 04:09,United States,82.66666666666666,Unknown
1342,Shopee,Jakarta,Food,0.11000000000000001,18-09-2022,https://www.techinasia.com/shopee-lays-hundreds-employees,298.0,Unknown,19-09-2022 16:00,Indonesia,136.33333333333331,Unknown
1343,Clear,Bengaluru,Finance,0.2,16-09-2022,https://inc42.com/buzz/stripe-sequoia-backed-clear-lays-off-around-190-employees/,140.0,Series C,17-09-2022 14:32,India,190.0,Unknown
1344,TrueLayer,London,Finance,0.1,16-09-2022,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271.0,Series E,16-09-2022 14:52,United States,40.0,Unknown
1345,LivePerson,New York City,Support,0.11,15-09-2022,Internal memo,42.0,Post-IPO,16-09-2022 03:13,United States,193.0,Unknown
1346,Acast,Stockholm,Media,0.15,15-09-2022,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,126.0,Post-IPO,15-09-2022 20:12,Sweden,70.0,Unknown
1347,WorkRamp,SF Bay Area,HR,0.2,15-09-2022,Internal memo,67.0,Series C,21-09-2022 04:15,United States,35.0,Unknown
1348,DayTwo,SF Bay Area,Healthcare,0.135,15-09-2022,https://www.calcalistech.com/ctechnews/article/by000gal11o,90.0,Series B,16-09-2022 03:07,United States,290.0,Unknown
1349,NextRoll,SF Bay Area,Marketing,0.07,15-09-2022,Internal memo,108.0,Unknown,21-09-2022 16:30,United States,545.0,Unknown
1350,Twilio,SF Bay Area,Other,0.11,14-09-2022,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614.0,Post-IPO,14-09-2022 14:47,United States,800.0,Unknown
1351,Pitch,Berlin,Marketing,0.3,14-09-2022,https://www.linkedin.com/feed/update/urn:li:activity:6975741747565932544/,137.0,Series B,14-09-2022 14:50,Germany,59.0,Unknown
1352,Infarm,Berlin,Other,0.05,14-09-2022,https://www.businessinsider.de/gruenderszene/news/news-ticker-2022-09-infarm/,604.0,Series D,15-09-2022 03:39,Germany,50.0,Unknown
1353,Netflix,SF Bay Area,Media,0.095,14-09-2022,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,121900.0,Post-IPO,16-09-2022 14:49,United States,30.0,Unknown
1354,Bitrise,Budapest,Infrastructure,0.14,14-09-2022,https://www.linkedin.com/posts/bitrise_a-message-from-bitrise-co-founder-and-ceo-activity-6975843544213204992-l5n9/,83.0,Series C,15-09-2022 03:41,Hungary,95.0,Unknown
1355,Rubius,Boston,Healthcare,0.75,13-09-2022,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,445.0,Post-IPO,17-11-2022 04:36,United States,160.0,Unknown
1356,Checkout.com,London,Finance,0.05,13-09-2022,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800.0,Series D,14-09-2022 03:25,United Kingdom,100.0,Unknown
1357,Taboola,New York City,Marketing,0.06,13-09-2022,https://www.calcalistech.com/ctechnews/article/hybe11icxs,445.0,Post-IPO,13-09-2022 23:33,United States,100.0,Unknown
1358,Patreon,SF Bay Area,Media,0.17,13-09-2022,https://www.theinformation.com/briefings/patreon-lays-off-17-of-staff,413.0,Series F,13-09-2022 16:04,United States,80.0,Unknown
1359,FullStory,Atlanta,Marketing,0.12,13-09-2022,https://www.bizjournals.com/atlanta/inno/stories/news/2022/09/12/another-atlanta-unicorn-makes-layoffs.html,197.0,Unknown,09-09-2022 01:38,United States,73.33333333333333,Unknown
1360,Propzy,Ho Chi Minh City,Real Estate,1.0,13-09-2022,https://www.dealstreetasia.com/stories/vietnams-proptech-startup-propzy-shuts-down-operations-307594,33.0,Series A,15-09-2022 03:58,Vietnam,66.66666666666667,Unknown
1361,Quicko,Sao Paulo,Transportation,0.76,12-09-2022,https://startups.com.br/noticias/apos-fechar-portas-no-brasil-maas-global-pivota-e-mira-parceiros-locais-diz-ceo/,28.0,Acquired,13-09-2022 23:35,Brazil,60.0,Unknown
1362,Mode Analytics,SF Bay Area,Data,0.52,12-09-2022,https://coda.io/@mykola-bilokonsky/mode-layoffs,81.0,Series D,22-09-2022 15:07,United States,25.0,Unknown
1363,Compete,Tel Aviv,HR,0.28,12-09-2022,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,17.0,Series A,13-09-2022 23:26,Israel,11.0,Unknown
1364,Karbon,SF Bay Area,Other,0.23,12-09-2022,https://www.linkedin.com/posts/stuartwmcleod_changes-to-the-karbon-team-activity-6975257833852342272-Hlbd/,91.0,Series B,15-09-2022 03:42,United States,95.75,Unknown
1365,Rent the Runway,New York City,Retail,0.24,12-09-2022,https://www.wsj.com/articles/rent-the-runway-to-reduce-workforce-as-more-customers-pause-their-subscriptions-11663025034,526.0,Post-IPO,13-09-2022 04:12,United States,180.5,Unknown
1366,Sama,SF Bay Area,Data,0.212,12-09-2022,https://www.sama.com/blog/sama-organizational-changes/,84.0,Series B,08-11-2022 21:58,United States,265.25,Unknown
1367,SkipTheDishes,Winnipeg,Food,0.184,09-09-2022,https://winnipeg.ctvnews.ca/skip-the-dishes-lays-off-winnipeg-workers-1.6063503,6.0,Acquired,11-09-2022 16:08,Canada,350.0,Unknown
1368,Brighte,Sydney,Energy,0.156,09-09-2022,https://brighte.com.au/media/accelerating-brightes-pathway-to-profitability,145.0,Series C,07-10-2022 02:07,Australia,58.0,Unknown
1369,Patreon,SF Bay Area,Media,0.128,09-09-2022,https://techcrunch.com/2022/09/09/patreon-security-layoffs/,413.0,Series F,09-09-2022 17:57,United States,5.0,Unknown
1370,Amber Group,Hong Kong,Crypto,0.1,09-09-2022,https://www.yahoo.com/now/crypto-trading-firm-amber-cut-193232181.html,328.0,Series B,11-09-2022 16:09,Hong Kong,32.85714285714286,Unknown
1371,Capiter,Cairo,Finance,0.55,09-09-2022,https://techcrunch.com/2022/09/09/founders-of-well-funded-egyptian-b2b-startup-capiter-fired-following-fraud-allegations/,33.0,Series A,13-09-2022 04:10,Egypt,60.714285714285715,Unknown
1372,CommonBond,New York City,Finance,1.0,09-09-2022,https://www.linkedin.com/posts/daveklein_after-a-10-year-incredible-journey-it-is-activity-6974095155473657857-mf5b/,125.0,Series D,11-09-2022 03:27,United States,88.57142857142857,Unknown
1373,DreamBox Learning,Seattle,Education,0.575,09-09-2022,https://www.geekwire.com/2022/dreambox-learning-hit-by-layoffs-but-promises-strategy-to-take-on-troubling-trends-in-education/,175.0,Acquired,09-09-2022 23:47,United States,116.42857142857143,Unknown
1374,Flowhub,Denver,Retail,0.15,09-09-2022,https://www.businessinsider.com/scoop-cannabis-tech-startup-flowhub-cuts-about-15-of-employees-2022-9,45.0,Unknown,10-09-2022 23:48,United States,144.28571428571428,Unknown
1375,Lido Learning,Mumbai,Education,1.0,09-09-2022,https://www.livemint.com/companies/news/edtech-firm-lido-learning-files-for-bankruptcy-11662631060105.html,20.0,Series C,10-09-2022 03:55,India,172.14285714285714,Unknown
1376,GoStudent,Vienna,Education,0.54,08-09-2022,https://brutkasten.com/gostudent-unicorn-baut-200-stellen-ab/,686.0,Series D,09-09-2022 23:46,Austria,200.0,Unknown
1377,Pomelo Fashion,Bangkok,Retail,0.08,08-09-2022,https://www.bloomberg.com/news/articles/2022-09-08/fashion-e-commerce-startup-pomelo-cuts-jobs-after-market-slows,120.0,Unknown,10-09-2022 03:53,Thailand,55.0,Unknown
1378,Genome Medical,SF Bay Area,Healthcare,0.07500000000000001,08-09-2022,https://www.bizjournals.com/sanfrancisco/news/2022/09/08/genetic-testing-genome-medical-invitae-job-cuts.html,120.0,Series C,09-09-2022 01:40,United States,23.0,Unknown
1379,BigBear.ai,Baltimore,Data,0.07,08-09-2022,https://www.bizjournals.com/baltimore/news/2022/09/08/columbia-bigbear-ai-layoff-staff-cash-flow-issues.html,200.0,Post-IPO,09-09-2022 01:43,United States,65.33333333333334,Unknown
1380,Realtor.com,SF Bay Area,Real Estate,0.5349999999999999,08-09-2022,https://www.inman.com/2022/09/08/realtor-com-makes-layoffs-in-preparation-for-market-downturn/,186.5,Acquired,10-09-2022 23:50,United States,107.66666666666667,Unknown
1381,Simple Feast,Copenhagen,Food,1.0,07-09-2022,https://nyheder.tv2.dk/samfund/2022-09-07-firma-bag-plantebaserede-maltidskasser-er-gaet-konkurs,173.0,Unknown,13-09-2022 23:36,Denmark,150.0,Unknown
1382,Foodpanda,Singapore,Food,0.7625,07-09-2022,https://www.straitstimes.com/singapore/food-delivery-firm-foodpanda-lays-off-staff-in-singapore-retrenchment-reportedly-affects-about-60,749.0,Acquired,05-09-2022 20:52,Singapore,60.0,Unknown
1383,Uber,Vilnius,Transportation,0.525,07-09-2022,https://www.linkedin.com/posts/gergelyorosz_uber-lithuania-softwareengineering-activity-6973669838502187009-aK1z/,24700.0,Post-IPO,09-09-2022 01:41,Lithuania,60.0,Unknown
1384,Rupeek,Bengaluru,Finance,0.2875000000000001,07-09-2022,https://inc42.com/buzz/exclusive-after-laying-off-180-employees-rupeek-lays-off-50-more-employees/,172.0,Unknown,08-09-2022 03:28,India,50.0,Unknown
1385,Intercom,SF Bay Area,Support,0.05,07-09-2022,https://www.businesspost.ie/tech/irish-tech-unicorn-intercom-to-cut-49-jobs-across-hr-marketing/,240.0,Series D,08-09-2022 03:48,United States,49.0,Unknown
1386,Pendo,Raleigh,Product,0.05,07-09-2022,https://www.axios.com/local/raleigh/2022/09/09/raleigh-startup-pendo-layoffs,469.0,Series F,10-09-2022 03:50,United States,45.0,Unknown
1387,Demandbase,SF Bay Area,Sales,0.03,07-09-2022,Internal memo,143.0,Series H,09-09-2022 01:47,United States,27.0,Unknown
1388,Firebolt,Tel Aviv,Data,0.265,07-09-2022,https://www.calcalistech.com/ctechnews/article/symoqnigj,264.0,Series C,08-09-2022 03:30,Israel,30.25,Unknown
1389,Medly,New York City,Healthcare,0.5,07-09-2022,https://www.crainsnewyork.com/health-care/pharmacy-startup-medly-slash-nearly-half-its-workforce,100.0,Series C,08-09-2022 03:34,United States,33.5,Unknown
1390,Xsight Labs,Tel Aviv,Other,0.41500000000000004,07-09-2022,https://www.calcalistech.com/ctechnews/article/ryhv0mixj,100.0,Series D,08-09-2022 03:38,Israel,36.75,Unknown
1391,Brave Care,Portland,Healthcare,0.33,06-09-2022,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,42.0,Series B,08-09-2022 04:00,United States,40.0,Unknown
1392,Lawgeex,Tel Aviv,Legal,0.33,06-09-2022,https://www.tech12.co.il/index-career/Article-daa4d2195231381027.htm?sCh=cf25c425b37bc710&pId=18758941771,41.0,Series C,06-09-2022 21:22,Israel,30.0,Unknown
1393,Juniper Square,SF Bay Area,Real Estate,0.14,06-09-2022,https://therealdeal.com/national/2022/09/06/proptech-firm-juniper-square-lays-off-14-of-staff/,108.0,Series C,06-09-2022 21:21,United States,27.666666666666668,Unknown
1394,Medium,SF Bay Area,Media,0.25,06-09-2022,https://www.linkedin.com/posts/lanewton22_recently-we-unfortunately-laid-off-about-activity-6973081729787961344-QTB-/,163.0,Unknown,08-09-2022 03:27,United States,25.333333333333332,Unknown
1395,Kuda,Lagos,Finance,0.05,02-09-2022,https://techcrunch.com/2022/09/02/nigerian-digital-bank-kuda-is-the-latest-african-startup-to-lay-off-employees/,91.0,Series B,05-09-2022 20:50,Nigeria,23.0,Unknown
1396,Alerzo,Ibadan,Retail,0.08333333333333334,02-09-2022,https://www.notadeepdive.com/p/inside-a-brutal-week-of-layoffs-at,16.0,Series B,07-03-2023 01:32,Nigeria,48.66666666666667,Unknown
1397,Sea,Singapore,Consumer,0.11666666666666667,02-09-2022,https://www.peoplematters.in/news/technology/singapores-sea-cuts-jobs-in-gaming-arm-in-second-round-of-layoffs-35132,8600.0,Post-IPO,02-09-2022 23:24,Singapore,74.33333333333334,Unknown
1398,2TM,Sao Paulo,Crypto,0.15,01-09-2022,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250.0,Unknown,02-09-2022 23:24,Brazil,100.0,Unknown
1399,Innovaccer,SF Bay Area,Healthcare,0.08,01-09-2022,https://inc42.com/buzz/exclusive-tiger-global-backed-healthtech-unicorn-innovaccer-lays-off-120-employees/,379.0,Series E,01-09-2022 23:07,United States,90.0,Unknown
1400,Shopify,Ottawa,Retail,0.11499999999999999,01-09-2022,https://www.theinformation.com/briefings/shopify-makes-a-fresh-round-of-layoffs,122.0,Post-IPO,01-09-2022 20:19,Canada,70.0,Unknown
1401,Urban Sports Club,Berlin,Fitness,0.15,01-09-2022,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95.0,Unknown,01-09-2022 17:10,Germany,55.0,Unknown
1402,Hedvig,Stockholm,Finance,0.175,01-09-2022,https://www.mynewsdesk.com/se/hedvig-ab/news/hedvig-minskar-personalstyrkan-foer-att-naa-loensamhet-snabbare-12-heltidstjaenster-beroers-453177,67.0,Series B,01-09-2022 17:09,Sweden,12.0,Unknown
1403,Snap,Los Angeles,Consumer,0.2,31-08-2022,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900.0,Post-IPO,30-08-2022 20:55,United States,1280.0,Unknown
1404,GoodRx,Los Angeles,Healthcare,0.16,31-08-2022,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,910.0,Post-IPO,01-09-2022 01:24,United States,140.0,Unknown
1405,Smava,Berlin,Finance,0.1,31-08-2022,https://finanz-szene.de/fintech/smava-vergleichsportal-entlassungen/,188.0,Unknown,01-09-2022 01:25,Germany,100.0,Unknown
1406,Hippo Insurance,SF Bay Area,Finance,0.1,31-08-2022,https://www.globes.co.il/news/article.aspx?did=1001423046,1300.0,Post-IPO,31-08-2022 16:30,United States,70.0,Unknown
1407,Clari,SF Bay Area,Sales,0.13333333333333333,31-08-2022,Internal memo,496.0,Series F,02-09-2022 23:31,United States,45.0,Unknown
1408,Koo,Bengaluru,Consumer,0.16666666666666669,31-08-2022,https://inc42.com/buzz/tiger-global-backed-koo-lays-off-40-employees-to-cut-costs/,44.0,Series B,01-09-2022 02:39,India,40.0,Unknown
1409,TCR2,Boston,Healthcare,0.2,31-08-2022,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,173.0,Post-IPO,20-01-2023 01:25,United States,30.0,Unknown
1410,Apartment List,SF Bay Area,Real Estate,0.1,31-08-2022,https://www.linkedin.com/posts/matthew-w-woods_for-those-that-know-apartment-list-well-activity-6970856703277903874-MGoW/,169.0,Series D,01-09-2022 02:41,United States,29.0,Unknown
1411,Artnight,Berlin,Retail,0.36,31-08-2022,https://www.businessinsider.de/gruenderszene/business/artnight-entlassungen/,195.0,Unknown,01-09-2022 17:11,Germany,26.0,Unknown
1412,Snagajob,Richmond,HR,0.6799999999999999,31-08-2022,https://richmondbizsense.com/2022/08/31/snagajob-lays-off-dozens-in-richmond/,221.0,Unknown,15-09-2022 04:08,United States,39.75,Unknown
1413,The Wing,New York City,Real Estate,1.0,31-08-2022,https://www.theinformation.com/briefings/the-wing-a-controversial-co-working-startup-shuts-down,117.0,Series C,31-08-2022 21:35,United States,53.5,Unknown
1414,Viamo,Accra,Other,0.7,31-08-2022,https://techcabal.com/2022/08/31/viamo-lays-off-employees/,164.5,Unknown,21-12-2022 17:02,Ghana,67.25,Unknown
1415,Electric,New York City,Other,0.4,30-08-2022,https://www.electric.ai/blog/an-open-letter-from-the-ceo,212.0,Series D,30-09-2022 22:53,United States,81.0,Unknown
1416,Immersive Labs,Bristol,Security,0.1,30-08-2022,https://www.uktech.news/cybersecurity/immersive-labs-jobs-cuts-20220830,123.0,Series C,01-09-2022 02:37,United Kingdom,38.0,Unknown
1417,Nate,New York City,Retail,0.16666666666666669,30-08-2022,https://www.theinformation.com/briefings/shopping-app-nate-making-fresh-round-of-job-cuts,47.0,Series A,30-08-2022 23:16,United States,30.0,Unknown
1418,Meesho,Bengaluru,Retail,0.23333333333333334,29-08-2022,https://www.indiatimes.com/worth/news/300-meesho-employees-laid-off-578318.html,1100.0,Series F,29-08-2022 17:26,India,300.0,Unknown
1419,54gene,Washington D.C.,Healthcare,0.3,29-08-2022,https://techcrunch.com/2022/08/29/african-genomics-startup-54gene-lays-off-95-as-covid-testing-business-struggles/,44.0,Series B,30-08-2022 23:18,United States,95.0,Unknown
1420,Fungible,SF Bay Area,Crypto,0.26166666666666666,29-08-2022,https://blocksandfiles.com/2022/08/29/fungible-lets-rip-with-a-rif/,310.0,Series C,30-08-2022 04:19,United States,91.25,Unknown
1421,Skillz,SF Bay Area,Consumer,0.22333333333333333,29-08-2022,https://seekingalpha.com/news/3876880-skillz-launches-headcount-reduction-plan-bruckheimer-leaves-board,287.0,Post-IPO,29-08-2022 17:25,United States,87.5,Unknown
1422,Otonomo,Tel Aviv,Transportation,0.185,28-08-2022,https://www.calcalistech.com/ctechnews/article/b12ifyk1j,231.0,Post-IPO,26-10-2022 15:13,Israel,83.75,Unknown
1423,Zymergen,SF Bay Area,Other,0.14666666666666667,26-08-2022,https://www.biospace.com/article/zymergen-cuts-80-more-jobs-parts-ways-with-co-founder/,974.0,Acquired,26-08-2022 20:49,United States,80.0,Unknown
1424,Okta,SF Bay Area,Security,0.10833333333333334,26-08-2022,https://www.unleash.ai/economy/okta-lays-off-us-sourcing-team/,1200.0,Post-IPO,26-08-2022 20:43,United States,24.0,Unknown
1425,Argyle,New York City,Finance,0.07,26-08-2022,https://techcrunch.com/2022/08/26/fintech-argyle-has-layoffs/,78.0,Series B,26-08-2022 21:39,United States,20.0,Unknown
1426,Better.com,New York City,Real Estate,0.08,26-08-2022,https://techcrunch.com/2022/08/25/better-com-layoffs-digital-mortgage/,905.0,Unknown,30-08-2022 23:21,United States,30.0,Unknown
1427,FreshDirect,Philadelphia,Food,0.09000000000000001,25-08-2022,https://www.bizjournals.com/philadelphia/news/2022/08/25/freshdirect-exiting-philadelphia-market-layoffs.html,280.0,Acquired,26-08-2022 03:58,United States,40.0,Unknown
1428,Loja Integrada,Sao Paulo,Retail,0.1,25-08-2022,https://startups.com.br/noticias/loja-integrada-da-vtex-demite-10-do-quadro-mas-segue-contratando/,320.5,Acquired,26-08-2022 20:53,Brazil,25.0,Unknown
1429,Impact.com,Los Angeles,Marketing,0.1,25-08-2022,https://impact.com/news/a-message-from-our-ceo-david-a-yovanno-co-founder-per-pettersen/,361.0,Private Equity,25-08-2022 15:02,United States,63.333333333333336,Unknown
1430,ShipBob,Chicago,Logistics,0.07,25-08-2022,https://www.businessinsider.com/shipbob-lays-off-7-of-staff-ecommerce-bust-2022-8,330.0,Series E,26-08-2022 03:57,United States,101.66666666666667,Unknown
1431,Reali,SF Bay Area,Real Estate,1.0,24-08-2022,https://www.calcalistech.com/ctechnews/article/r1w11v1eyj,117.0,Series B,24-08-2022 23:29,United States,140.0,Unknown
1432,Loop,Washington D.C.,Finance,0.2,24-08-2022,https://www.coverager.com/layoffs-at-loop/,24.0,Series A,25-08-2022 03:50,United States,15.0,Unknown
1433,Pix,SF Bay Area,Food,0.18,24-08-2022,https://www.sfchronicle.com/food/wine/article/Napa-wine-tech-17393476.php,335.0,Unknown,24-08-2022 23:31,United States,97.5,Unknown
1434,Tier Mobility,Berlin,Transportation,0.16,23-08-2022,https://techcrunch.com/2022/08/23/tier-mobility-lays-off-180-people-amid-poor-funding-climate/,646.0,Series D,23-08-2022 20:15,Germany,180.0,Unknown
1435,Packable,New York City,Retail,0.2,23-08-2022,"https://www.cnbc.com/2022/08/23/amazon-seller-packable-lays-off-employees-begins-liquidating.html#:~:text=Investing%20Club-,Top%20Amazon%20seller%20Packable%20begins%20liquidating%20and,cuts%20after%20failed%20SPAC%20attempt&text=Packable%2C%20the%20parent%20company%20of,to%20documents%20viewed%20by%20CNBC.",472.0,Unknown,24-08-2022 23:37,United States,138.0,Unknown
1436,Q4,Toronto,Other,0.08,23-08-2022,https://www.theglobeandmail.com/business/article-q4-inc-layoffs-canada/,91.0,Series C,24-08-2022 03:26,Canada,50.0,Unknown
1437,Skedulo,SF Bay Area,HR,0.08,23-08-2022,Internal memo,114.0,Series C,29-08-2022 17:27,United States,31.0,Unknown
1438,Plato,SF Bay Area,HR,0.5,23-08-2022,Company exec,3.0,Seed,26-08-2022 20:46,United States,29.0,Unknown
1439,DataRobot,Boston,Data,0.26,23-08-2022,https://www.theinformation.com/briefings/datarobot-lays-off-26-as-business-challenges-mount,1000.0,Series G,23-08-2022 20:03,United States,40.833333333333336,Unknown
1440,Kogan,Melbourne,Retail,0.23,23-08-2022,https://www.smartcompany.com.au/industries/retail/kogan-financial-report-losses-e-commerce-online-shopping/,568.0,Post-IPO,25-08-2022 03:51,Australia,52.66666666666667,Unknown
1441,Skillshare,New York City,Education,0.2,23-08-2022,Internal memo,136.0,Unknown,31-08-2022 16:34,United States,64.5,Unknown
1442,Mr. Yum,Melbourne,Food,0.17,22-08-2022,https://www.linkedin.com/feed/update/urn:li:activity:6967423162909130752/,73.0,Series A,23-08-2022 03:39,United States,76.33333333333334,Unknown
1443,ShopX,Bengaluru,Retail,1.0,22-08-2022,https://entrackr.com/2022/08/exclusive-nandan-nilekani-backed-shopx-shuts-shop/,56.0,Unknown,24-08-2022 03:25,India,88.16666666666667,Unknown
1444,NSO,Tel Aviv,Security,0.14,21-08-2022,https://www.calcalistech.com/ctechnews/article/hjb0095yyi,1.0,Seed,22-08-2022 15:24,Israel,100.0,Unknown
1445,Tufin,Boston,Security,0.1,21-08-2022,https://en.globes.co.il/en/article-israeli-cybersecurity-co-tufin-lays-off-55-1001421995,21.0,Acquired,22-08-2022 15:24,United States,55.0,Unknown
1446,Amperity,Seattle,Marketing,0.03,20-08-2022,https://www.geekwire.com/2022/seattle-customer-intelligence-startup-amperity-lays-off-recruiting-staff/,187.0,Series D,22-08-2022 15:19,United States,13.0,Unknown
1447,Wayfair,Boston,Retail,0.05,19-08-2022,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,1700.0,Post-IPO,19-08-2022 15:05,United States,870.0,Unknown
1448,Stripe,SF Bay Area,Finance,0.425,19-08-2022,https://techcrunch.com/2022/08/19/stripe-layoffs-taxjar-tech/,2300.0,Series H,19-08-2022 00:52,United States,50.0,Unknown
1449,Hodlnaut,Singapore,Crypto,0.8,19-08-2022,https://www.coindesk.com/business/2022/08/19/crypto-lender-hodlnaut-faces-singapore-police-actions-and-staggering-job-cuts/,1257.0,Unknown,20-08-2022 03:37,Singapore,40.0,Unknown
1450,New Relic,SF Bay Area,Infrastructure,0.05,18-08-2022,https://www.marketwatch.com/story/new-relic-commits-to-restructuring-plan-including-layoffs-271660823014,214.0,Post-IPO,18-08-2022 15:35,United States,110.0,Unknown
1451,Wheel,Austin,Healthcare,0.17,18-08-2022,https://www.businessinsider.com/wheel-laid-off-17-percent-35-employees-digital-health-layoffs-2022-8,215.0,Series C,01-09-2022 02:36,United States,35.0,Unknown
1452,Petal,New York City,Finance,0.135,18-08-2022,Internal memo,704.0,Series D,22-08-2022 15:26,United States,57.5,Unknown
1453,Thirty Madison,New York City,Healthcare,0.1,18-08-2022,Internal memo,209.0,Series C,18-08-2022 21:46,United States,80.0,Unknown
1454,Vendasta,Saskatoon,Marketing,0.05,18-08-2022,https://saskatoon.ctvnews.ca/vendasta-announces-layoffs-after-best-workplace-recognition-1.6033046,178.0,Series D,20-08-2022 03:42,Canada,102.5,Unknown
1455,Malwarebytes,SF Bay Area,Security,0.14,17-08-2022,https://techcrunch.com/2022/08/17/malwareybytes-layoffs/,80.0,Series B,17-08-2022 16:53,United States,125.0,Unknown
1456,Fluke,Sao Paulo,Other,0.82,17-08-2022,https://startups.com.br/noticias/exclusivo-fluke-demite-mais-de-80-e-e-comprada/,78.0,Seed,26-08-2022 20:47,Brazil,83.0,Unknown
1457,Swyftx,Brisbane,Crypto,0.21,17-08-2022,https://swyftx.com/au/media/press-releases/changes-to-the-team-2022/,76.0,Unknown,18-08-2022 01:12,Australia,74.0,Unknown
1458,Tempo Automation,SF Bay Area,Other,0.20500000000000002,17-08-2022,https://www.bizjournals.com/sanfrancisco/news/2022/08/17/tempo-automation-sf-layoffs-merger-spac.html,74.0,Series C,17-08-2022 20:56,United States,54.0,Unknown
1459,Genesis,New York City,Crypto,0.2,17-08-2022,https://www.reuters.com/technology/crypto-broker-genesis-taps-insider-interim-chief-cuts-jobs-by-20-2022-08-17/,89.0,Series A,17-08-2022 18:24,United States,52.0,Unknown
1460,Warren,Porto Alegre,Finance,0.17,17-08-2022,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/exclusivo-warren-entra-na-tendencia-dos-layoffs-e-faz-demissao-em-massa,5f362a0a19e6049dce7d13b912b0da76rfn0l7ku.html",104.0,Series C,18-08-2022 01:14,Brazil,50.0,Unknown
1461,AlayaCare,Montreal,Healthcare,0.14,16-08-2022,https://betakit.com/alayacare-lays-off-14-percent-of-employees-slows-ma-plans/,293.0,Series D,17-08-2022 18:25,Canada,80.0,Unknown
1462,Pliops,Tel Aviv,Data,0.09,16-08-2022,https://www.calcalistech.com/ctechnews/article/hkch00dya5,205.0,Series D,18-08-2022 21:47,Israel,12.0,Unknown
1463,Woven,Indianapolis,HR,0.15,16-08-2022,Internal memo,11.0,Series A,17-08-2022 20:14,United States,5.0,Unknown
1464,Crypto.com,Singapore,Crypto,0.575,16-08-2022,https://decrypt.co/107509/second-layoff-round-at-crypto-com-worse-than-june-cuts-sources,156.0,Unknown,16-08-2022 19:47,Singapore,54.0,Unknown
1465,Edmodo,SF Bay Area,Education,1.0,16-08-2022,https://www.edsurge.com/news/2022-08-16-popular-k-12-tool-edmodo-shuts-down,77.0,Acquired,16-08-2022 23:13,United States,103.0,Unknown
1466,Snapdocs,SF Bay Area,Real Estate,0.1,16-08-2022,Internal memo,253.0,Series D,05-11-2022 03:51,United States,152.0,Unknown
1467,Updater,New York City,Other,0.115,16-08-2022,https://updater.com/updater-life/changes-to-team-2022,467.0,Unknown,17-08-2022 18:28,United States,201.0,Unknown
1468,Sema4,Stamford,Healthcare,0.13,15-08-2022,https://ir.sema4.com/news-releases/news-release-details/sema4-announces-continued-restructuring-business-highlights-and,791.0,Post-IPO,16-08-2022 03:50,United States,250.0,Unknown
